,Compagnie d'assurance,Date de création,Nom et Prénom Assuré /Raison Sociale,Immatriculation Véhicule assuré,Mode de gestion,Garantie impliquée,Chargé réparation,Marque,Réparateur,Expert,Compagnie adverse,Accord VR (Véhicule de remplacement),Agence,Agent,Cas de barème,Chargé acceptation,Code agence,Date Accident,Date acceptation,Date accord (SST),Date demande,Etape Dossier,Etat d'approbation,Immatriculation tiers,Montant total devis,Nom et Prénom tiers /Raison Sociale,Numero sinistre,Numéro de contrat,Point Choc,Position GA,SST,Nbr réclamations antérieures,Day Accident,Month Accident,Year Accident,Day demande,Month demande,Year demande,Retard reclamation,Fraud
992,0,24,837,164,2,3,7,24,55,10,11,0,91,91,4,1,81,186,626,510,229,16,0,923,458,433,114,521,45,1,1,0,6,9,0,25,3,0,12,1
993,0,342,604,351,3,3,0,32,69,29,1,0,88,88,14,1,0,186,590,683,135,16,0,871,354,564,113,915,70,1,1,0,6,9,0,14,9,0,65,1
994,0,340,292,169,3,3,7,40,46,16,1,0,31,32,1,1,12,186,459,631,134,16,0,808,857,811,112,121,70,1,4,0,6,9,0,9,9,0,35,0
995,0,341,306,211,3,3,7,6,4,15,6,0,24,25,1,1,31,133,611,775,98,16,0,397,722,660,111,153,70,1,4,0,10,7,0,16,7,0,54,0
996,0,81,582,987,3,3,0,31,69,29,1,0,89,89,18,1,2,131,587,797,97,16,0,751,264,39,110,113,70,1,1,0,8,7,0,15,7,0,60,0
997,0,82,163,763,3,3,0,40,69,29,0,0,24,25,1,1,31,115,182,598,86,16,0,907,239,582,109,930,59,1,1,0,0,7,0,29,7,0,65,0
998,0,83,62,112,3,3,7,40,46,10,11,0,92,92,4,1,73,110,402,794,92,16,0,219,785,928,108,110,64,1,1,0,18,6,0,7,7,0,23,1
999,0,366,961,198,3,3,7,7,69,29,7,0,24,25,4,1,31,104,650,305,79,16,0,705,790,903,107,840,68,1,4,0,12,6,0,17,6,0,54,0
1000,0,374,848,342,3,3,0,7,69,29,2,2,88,88,1,1,0,236,839,827,173,5,0,417,73,763,106,220,30,1,0,0,30,11,0,8,11,0,70,0
1001,0,84,721,976,3,3,7,32,4,14,1,0,91,91,0,1,81,232,27,298,206,16,0,132,680,210,105,403,4,1,4,0,26,11,0,0,2,0,58,0
1002,0,381,627,43,3,3,0,32,69,29,1,0,20,21,14,1,65,228,89,497,164,16,0,742,178,195,965,342,60,1,1,0,0,11,0,25,11,0,35,0
1003,0,395,854,309,1,1,7,1,46,10,12,0,54,54,15,1,54,40,358,8,28,16,0,181,575,874,104,55,64,1,1,0,4,4,0,5,4,0,1,0
1004,0,28,693,25,3,3,7,32,4,15,13,2,54,54,1,1,54,314,473,827,236,4,0,762,878,297,103,987,4,1,0,0,26,3,0,4,3,0,70,0
1005,0,402,327,785,3,3,0,40,69,29,7,0,54,54,1,0,54,36,330,702,28,16,0,357,519,363,102,614,12,1,1,0,30,4,0,5,4,0,54,0
1006,0,21,787,71,3,3,0,6,69,29,7,0,54,54,18,1,54,291,320,532,213,16,0,490,645,230,101,847,30,1,4,0,2,2,0,3,2,0,1,0
1007,0,419,979,831,3,3,7,10,4,16,14,0,54,54,1,1,54,269,596,590,198,16,0,145,555,447,100,42,4,1,1,0,12,1,0,14,1,0,22,0
1008,0,428,968,210,2,3,7,6,41,10,1,0,54,54,5,1,54,256,220,588,189,16,0,959,550,208,99,249,42,1,1,0,26,1,0,30,1,0,45,0
1009,0,119,320,214,3,3,0,39,69,29,12,2,88,88,19,0,0,29,839,353,21,10,0,774,113,633,98,604,70,0,1,0,11,4,0,26,4,0,35,0
1010,0,126,217,19,2,3,7,40,4,16,1,0,54,54,18,1,54,233,490,22,167,16,0,840,875,584,97,79,30,1,1,0,27,11,0,30,11,0,35,0
1011,0,127,233,537,0,3,7,40,4,16,2,0,54,54,11,1,54,213,542,40,153,16,0,604,571,937,96,81,5,1,1,0,7,10,0,13,10,0,54,0
1012,0,129,218,964,1,1,7,6,41,15,16,0,14,14,1,1,74,169,211,395,126,16,0,708,691,321,95,374,54,1,4,0,18,8,0,26,9,0,73,0
1013,0,139,712,811,3,3,7,4,4,14,1,2,84,84,19,1,27,144,839,827,119,4,0,976,878,962,964,498,0,0,0,0,23,7,0,18,8,0,31,0
1014,0,140,883,584,0,3,0,40,69,29,2,2,84,84,19,1,27,46,839,382,56,10,0,964,812,882,94,568,73,1,1,0,10,4,0,14,5,0,37,0
1015,0,171,458,760,3,3,7,10,4,14,0,2,58,58,1,1,91,89,839,827,86,13,0,485,878,939,93,671,5,1,0,0,25,6,0,29,7,0,40,0
1016,0,55,90,547,3,3,5,31,26,28,15,2,89,89,19,1,2,332,816,827,247,4,0,590,878,885,92,375,14,1,0,0,19,3,0,23,3,0,35,0
1017,0,71,248,1028,3,3,0,18,69,29,5,2,74,74,19,1,52,332,839,827,248,1,3,822,878,60,91,5,38,0,0,0,19,3,0,24,3,0,45,0
1018,0,168,703,632,0,3,0,39,69,29,2,2,40,41,19,1,64,328,666,827,244,4,0,976,878,962,90,204,28,0,0,0,14,3,0,17,3,0,35,0
1019,0,178,937,745,0,3,5,38,59,28,2,2,92,92,1,1,73,312,839,827,243,1,3,929,878,639,89,119,59,1,0,0,22,3,0,16,3,0,24,1
1020,0,183,179,659,3,3,5,32,34,28,9,2,14,14,1,1,74,325,835,827,248,4,0,635,878,949,88,260,74,1,0,0,8,3,0,24,3,0,11,0
1021,0,89,653,748,3,3,5,40,48,28,13,2,0,2,16,1,96,327,665,827,242,4,0,198,878,786,87,748,42,1,0,0,12,3,0,15,3,0,35,1
1022,0,431,442,403,1,1,5,7,52,1,16,2,40,41,0,1,64,324,520,698,241,6,0,1,222,181,86,553,4,1,4,0,7,3,0,12,3,0,45,0
1023,0,221,1023,477,3,3,1,37,8,19,14,2,88,88,1,1,0,325,499,827,240,8,0,950,90,19,85,54,71,1,0,0,8,3,0,10,3,0,22,1
1024,0,315,384,347,1,1,5,6,1,28,16,2,14,14,18,1,74,325,839,827,240,10,0,870,878,89,84,443,30,1,0,0,8,3,0,10,3,0,22,0
1025,0,73,777,1050,0,3,5,6,26,28,2,0,40,41,1,1,64,324,501,697,240,16,0,547,683,558,83,654,4,1,3,0,7,3,0,10,3,0,35,1
1026,0,355,1018,963,2,3,1,40,31,20,2,2,40,41,4,1,64,319,599,827,238,4,0,572,878,675,82,50,30,1,0,1,1,3,0,8,3,0,65,0
1027,0,355,1018,41,2,3,6,31,58,3,6,2,40,41,19,1,64,324,438,811,238,9,0,976,598,962,81,553,0,0,1,1,7,3,0,8,3,0,1,0
1028,0,404,263,628,3,3,5,32,59,28,14,0,0,2,5,1,96,320,280,432,234,16,0,160,204,677,963,956,20,1,4,0,2,3,0,2,3,0,0,0
1029,0,107,175,239,1,2,5,40,49,13,13,2,14,14,1,1,74,314,440,827,238,4,0,949,878,186,80,921,68,1,0,0,26,3,0,8,3,0,7,0
1030,0,15,873,875,2,3,0,7,69,29,0,2,0,2,19,1,96,316,274,611,234,9,0,976,152,962,79,981,30,0,1,0,28,3,0,2,3,0,45,0
1031,0,53,485,743,3,3,5,32,52,1,7,2,88,88,18,1,0,318,839,827,234,11,0,764,878,619,962,730,64,0,0,0,30,3,0,2,3,0,22,0
1032,0,160,195,938,2,3,5,32,52,1,3,2,14,14,9,1,74,318,439,612,237,9,0,951,182,121,78,846,58,1,4,0,30,3,0,7,3,0,65,0
1033,0,105,792,81,1,1,6,6,31,25,16,2,14,14,19,1,74,315,839,827,232,10,0,569,878,893,77,808,59,0,0,0,27,3,0,30,3,0,35,0
1034,0,151,447,288,3,3,6,39,27,9,1,0,24,25,8,1,31,314,224,267,232,16,0,271,202,514,961,187,64,1,4,0,26,3,0,30,3,0,45,0
1035,0,370,832,624,1,1,8,5,57,20,7,0,14,14,19,1,74,310,223,692,232,16,0,976,591,962,76,389,42,0,3,0,0,3,0,30,3,0,70,1
1036,0,140,542,1026,0,3,6,6,31,21,2,2,70,70,1,1,59,308,839,827,227,3,0,203,317,486,75,518,5,1,0,0,21,2,0,11,3,0,35,1
1037,0,193,455,848,2,3,1,6,33,22,0,0,1,0,19,1,62,306,766,102,225,16,0,976,446,962,74,502,4,0,1,0,19,2,0,20,2,0,1,0
1038,0,195,930,816,3,3,8,40,57,11,3,2,77,76,18,1,69,305,839,827,225,11,0,971,878,3,73,898,71,1,0,0,18,2,0,20,2,0,22,0
1039,0,193,639,426,1,1,1,37,8,23,16,2,40,41,1,1,64,305,839,827,224,3,0,826,489,370,960,897,59,1,0,0,18,2,0,19,2,0,1,0
1040,0,259,269,674,3,3,1,40,36,23,0,2,14,14,1,1,74,304,790,129,226,6,0,337,348,600,959,687,59,1,4,1,17,2,0,21,2,0,45,0
1041,0,359,433,269,3,3,1,34,36,21,3,0,0,2,19,1,96,304,699,270,223,16,0,976,107,962,72,843,26,0,4,0,17,2,0,18,2,0,1,0
1042,0,92,708,895,3,3,2,31,33,11,2,0,14,14,5,1,74,291,465,587,216,16,0,230,357,821,958,497,70,1,4,0,2,2,0,6,2,0,45,0
1043,0,96,96,242,3,3,0,11,69,29,1,0,14,14,19,1,74,287,387,376,211,16,0,326,36,669,71,419,59,0,1,0,28,2,0,29,2,0,1,0
1044,0,395,193,808,3,3,6,31,7,3,7,2,40,41,1,1,64,282,839,827,208,10,0,647,878,339,957,978,4,1,0,0,11,2,0,26,2,0,35,0
1045,0,419,57,807,3,3,8,31,31,3,5,2,92,92,0,1,73,282,839,827,211,11,0,302,878,520,956,880,54,1,0,0,11,2,0,29,2,0,60,0
1046,0,259,269,674,3,3,1,40,36,23,15,0,40,41,5,1,64,284,168,526,208,16,0,284,376,637,70,347,64,1,1,1,25,2,0,26,2,0,1,0
1047,0,111,519,55,3,3,0,10,69,29,13,2,88,88,14,1,0,280,839,827,208,11,0,98,878,895,69,122,33,1,0,0,24,1,0,26,2,0,54,1
1048,0,150,711,391,3,3,8,24,53,23,3,0,40,41,1,1,64,275,116,171,207,16,0,157,72,226,68,491,59,1,1,0,18,1,0,25,2,0,73,0
1049,0,267,87,614,3,3,6,40,31,19,1,0,40,41,1,1,64,270,788,754,203,16,0,644,313,460,67,287,59,1,1,0,13,1,0,21,1,0,70,0
1050,0,114,58,829,3,3,0,7,69,29,12,2,70,70,0,1,59,269,839,827,197,10,0,152,878,257,66,943,20,1,0,0,12,1,0,13,1,0,1,0
1051,0,58,757,121,0,3,7,1,23,15,2,2,25,26,5,1,19,261,839,827,198,10,0,148,878,163,65,345,30,1,0,0,2,1,0,14,1,0,5,0
1052,0,306,357,926,3,3,0,34,69,29,10,0,89,89,1,1,2,257,95,690,229,16,0,684,11,219,64,90,73,1,3,0,27,1,0,25,3,0,59,0
1053,0,11,68,319,3,3,0,40,69,29,12,2,1,0,19,1,62,255,198,827,188,5,0,265,123,253,63,477,39,0,0,0,22,1,0,29,1,0,54,1
1054,0,356,316,170,3,3,0,40,69,29,15,0,24,25,4,1,31,249,196,664,182,16,0,51,693,166,62,373,30,1,1,0,18,11,0,23,11,0,45,1
1055,0,372,733,209,3,3,0,31,69,29,10,0,3,4,0,1,93,248,46,96,181,16,0,304,35,328,61,826,4,0,4,0,16,11,0,19,11,0,35,1
1056,0,116,758,704,1,1,5,10,60,7,7,0,14,14,19,1,74,230,114,459,165,16,0,196,462,316,60,240,30,0,1,0,22,11,0,26,11,0,22,0
1057,0,197,625,0,3,3,7,31,21,5,1,0,14,14,0,1,74,228,66,686,163,16,0,852,672,308,955,707,4,1,1,0,0,11,0,22,11,0,22,0
1058,4,344,637,530,1,1,5,22,19,1,2,0,70,70,15,1,59,226,90,153,163,16,0,364,501,53,59,716,45,1,4,1,23,10,0,22,11,0,45,0
1059,4,207,107,1025,3,3,8,33,57,25,5,2,14,14,4,1,74,222,839,827,159,10,0,586,878,160,954,455,30,1,0,0,18,10,0,20,10,0,22,0
1060,4,222,492,266,3,3,7,23,13,14,10,0,0,2,19,1,96,222,761,350,159,16,0,976,387,962,58,963,59,0,1,0,18,10,0,20,10,0,22,0
1061,4,233,562,15,3,3,1,18,39,11,14,0,14,14,4,1,74,221,689,41,157,16,0,266,580,77,953,507,74,1,1,0,16,10,0,18,10,0,22,0
1062,4,395,737,405,3,3,7,11,69,29,15,2,90,90,14,1,45,216,839,827,160,10,0,496,878,774,57,680,47,1,0,0,10,10,0,21,10,0,2,0
1063,4,426,623,897,1,1,9,10,37,3,10,0,40,41,1,1,64,214,686,525,153,16,0,972,596,605,56,682,30,1,1,1,8,10,0,13,10,0,45,0
1064,4,5,1032,922,3,3,0,31,69,29,1,0,77,76,4,1,69,212,591,717,154,16,0,153,261,907,55,965,64,1,4,0,6,10,0,14,10,0,65,1
1065,0,139,1009,412,3,3,6,7,6,6,14,0,40,41,19,1,64,214,115,47,165,16,0,976,871,962,54,672,0,0,1,0,8,10,0,26,11,0,21,0
1066,0,234,949,317,0,3,6,6,31,21,2,2,77,76,5,1,69,206,839,827,153,11,0,867,878,347,53,72,30,1,0,0,29,10,0,13,10,0,8,1
1067,0,230,429,238,3,3,0,32,69,29,1,0,46,46,14,1,49,206,67,352,160,16,0,630,782,857,52,451,46,1,1,0,29,10,0,21,10,0,24,0
1068,0,335,580,166,3,3,1,40,36,6,1,0,88,88,0,1,0,201,39,318,142,16,0,445,447,194,51,809,4,1,1,0,24,9,0,0,10,0,1,0
1069,0,422,29,1047,3,3,0,3,69,29,6,0,87,87,15,1,92,198,40,806,143,16,0,889,372,207,952,562,30,1,1,0,20,9,0,11,10,0,54,0
1070,0,417,655,762,3,3,8,40,57,20,1,2,70,70,0,1,59,194,839,827,139,13,0,188,878,449,50,931,4,1,0,0,16,9,0,21,9,0,54,0
1071,0,34,640,373,3,3,1,31,31,3,4,0,40,41,0,1,64,187,589,210,136,16,0,530,521,844,49,566,5,1,1,0,7,9,0,15,9,0,65,1
1072,0,11,275,786,3,3,0,32,69,29,1,0,40,41,19,1,64,181,380,780,132,16,0,976,29,962,48,381,37,0,4,0,30,9,0,6,9,0,60,0
1073,0,262,618,893,1,1,6,30,31,21,16,2,14,14,18,1,74,178,839,827,136,11,0,633,878,697,47,599,46,1,0,0,27,9,0,15,9,0,19,0
1074,0,323,359,941,3,3,1,18,39,22,0,0,40,41,1,1,64,172,35,255,123,16,0,692,116,196,46,909,70,1,4,0,21,8,0,11,9,0,35,0
1075,0,178,515,677,1,2,0,40,69,29,2,0,70,70,1,1,59,167,406,211,136,16,0,35,466,532,951,63,59,1,1,0,16,8,0,15,9,0,34,0
1076,0,206,665,775,3,3,0,5,69,29,13,0,40,41,1,1,64,163,17,576,122,16,0,68,426,345,950,163,54,1,1,0,12,8,0,0,9,0,5,0
1077,0,214,974,370,3,3,6,11,31,22,10,0,1,0,0,1,62,166,110,606,126,16,0,796,24,531,45,344,5,1,4,0,15,8,0,26,9,0,7,0
1078,0,66,422,452,3,3,6,10,65,21,12,2,40,41,0,1,64,143,839,827,119,10,0,386,878,739,44,210,4,1,0,0,21,7,0,18,8,0,33,0
1079,0,245,710,741,1,2,8,7,0,11,14,2,40,41,6,1,64,163,839,827,120,3,0,570,667,381,43,51,45,1,0,1,12,8,0,19,8,0,65,0
1080,0,315,277,1032,1,1,6,32,33,4,1,2,40,41,16,1,64,163,839,827,121,3,0,187,723,335,42,333,59,1,0,0,12,8,0,20,8,0,70,0
1081,0,316,83,898,3,3,6,32,33,25,5,2,24,25,0,1,31,161,839,827,116,10,0,542,878,864,41,914,4,1,0,0,9,8,0,13,8,0,35,1
1082,0,351,707,262,3,3,0,11,69,29,13,0,40,41,0,2,64,18,632,136,13,16,0,916,505,10,40,214,4,1,1,0,13,0,0,16,0,0,35,0
1083,0,406,391,21,3,3,1,39,64,3,12,2,40,41,4,1,64,146,839,827,109,4,0,489,878,386,39,126,30,1,0,0,11,8,0,3,8,0,2,0
1084,0,55,790,160,2,3,6,40,31,21,5,2,40,41,1,1,64,136,839,827,108,10,0,239,493,673,38,170,4,1,0,0,14,7,0,2,8,0,23,0
1085,0,201,581,1031,3,3,6,11,31,21,1,0,40,41,19,1,64,138,806,191,103,16,0,976,698,962,37,606,0,0,1,0,16,7,0,23,7,0,60,0
1086,0,269,894,539,1,1,7,24,55,14,16,2,73,73,5,1,58,139,839,827,101,11,0,695,878,74,949,334,64,0,0,0,17,7,0,20,7,0,35,0
1087,0,333,271,509,2,3,0,11,69,29,0,2,14,14,1,1,74,135,839,827,116,10,0,773,461,167,36,652,45,1,0,0,13,7,0,13,8,0,37,1
1088,0,247,507,673,3,3,0,15,69,29,7,0,14,14,1,1,74,132,823,489,103,16,0,779,197,551,35,497,74,1,4,0,9,7,0,23,7,0,7,0
1089,0,289,704,429,1,2,7,40,4,16,1,2,1,0,1,1,62,132,839,827,95,10,0,513,878,481,34,721,54,1,0,0,9,7,0,13,7,0,35,0
1090,0,351,931,315,3,3,0,7,69,29,1,0,14,14,4,1,74,131,537,712,95,16,0,297,286,71,33,253,70,1,4,0,8,7,0,13,7,0,45,0
1091,0,393,281,272,1,2,7,22,4,15,3,0,14,14,0,1,74,128,535,744,95,16,0,769,284,414,32,253,4,1,4,0,5,7,0,13,7,0,65,0
1092,0,353,18,611,3,3,5,31,59,1,0,2,14,14,4,1,74,132,839,827,96,13,0,795,878,284,31,935,30,1,0,0,9,7,0,14,7,0,45,1
1093,0,328,475,364,3,3,5,40,49,1,1,0,49,49,19,1,95,126,293,494,109,16,0,976,429,962,30,691,51,0,2,0,3,7,0,3,8,0,37,0
1094,0,425,560,186,3,3,0,10,69,29,12,2,24,25,5,1,31,120,839,827,183,4,0,976,878,962,29,154,8,1,0,0,27,7,0,0,1,0,14,0
1095,0,64,60,430,3,3,5,6,34,13,13,0,0,2,19,1,96,119,586,421,85,16,0,500,383,910,28,534,36,1,3,0,26,7,0,28,7,0,22,0
1096,0,204,801,450,3,3,6,40,31,22,7,2,73,73,1,1,58,114,839,827,110,8,0,600,137,579,27,817,59,1,0,0,23,6,0,4,8,0,50,0
